"","State","Real_Openness","Water_Use","Constructed_Openness","Income","Precipitation","Temperature","Population","Area","Latitude","Longitude","Income2","Is.DC","Tot_Employment","Agri_Employment","Housing_units","Median_Income","same_yr_Irrigated_area","next_yr_Irrigated_area","next_yr_Irrigated_water","next_yr_Irrigated_water_gw","next_yr_Irrigated_water_sw","next_yr_irrigated_area_gravity","next_yr_irrigated_area_sprinkler","next_yr_irrigated_area_drip","next_yr_gravity_percent","next_yr_sprinkler_percent","next_yr_drip_percent","next_yr_sprinkler_rel","next_yr_drip_rel"
"11",15,NA,4.77121753329199,NA,10.2434892675,NA,NA,14.1464769509219,23.5347234776545,21.02917264,-157.3971885,104.929072373387,0,13.3824234507998,9.30209879721572,13.1699852403279,10.3017937634458,11.3121914341691,11.2445099284309,12.4270097644617,NA,NA,9.37483734385759,9.23337307108675,11.0207089460783,0.154174132541624,0.133836435213644,0.79947422801763,0.868086189345097,5.18552765524262
"12",16,0.892338177014531,8.54180703992919,0.393659180977543,10.0012039260422,3.24334456197763,3.80899921115237,14.2828406164026,26.0894754695374,44.26668842,-114.4612026,100.024079970282,0,13.4733680758427,10.5964347130934,13.4195719285204,10.0063148623356,15.0290252929277,15.0716503898617,15.6755641434956,14.7402307431593,13.6537884389287,13.5381127540016,14.9430863260734,10.2452671089582,0.215770996335538,0.879357225658693,0.00801545856743433,4.07541903496258,0.0371479888565271
"13",17,0.817173003456431,4.41161456270486,0.303802073858468,10.2660799537389,3.40414316881813,4.02094585924671,16.3708178101432,25.6915362802649,39.84225886,-89.17445102,105.39239761656,0,15.612355573851,11.0582123378931,15.4813569697894,10.2146786105388,13.1663400706258,13.2026854306726,12.8136810007276,12.7797523918807,8.64241515616962,9.0505236705223,13.2768460021318,9.25148231530736,0.0157303744061659,1.0769797238187,0.0192315500777014,68.4649771207321,1.22257421095858
"14",18,0.589934762348555,3.91307145561212,0.263932898415657,10.0815500524097,3.52164683430239,4.00987699888641,15.6930399950635,25.2535939161006,39.83861922,-86.21904026,101.637651459242,0,14.9151519835559,10.6006018536572,14.8481361663072,10.1186392539208,12.9887062625914,13.0274195304919,12.367064159122,12.2449375261518,10.0562515570878,8.43054538469057,13.0939021725823,8.7465573545435,0.0100833054768733,1.06874241277996,0.0138307324196414,105.991275899673,1.37164667393675
"15",19,0.429874437337124,2.74914735776189,0.119284529732291,10.1824819965903,3.24227329355833,3.95232684296883,14.9385507087323,25.6976519983675,42.02990262,-93.4660937,103.682939610886,0,14.2581250046406,11.0435296509674,14.1124330558807,10.1930553458981,12.0532477531249,12.0773695777623,11.4357528014437,11.3995106758924,7.6395890579661,7.35500192110526,12.095157844459,7.86901937649902,0.00889409543523631,1.01794742020052,0.0148708820736208,114.452046035806,1.67199488491049
"16",20,0.683379120879121,7.01208376227772,0.225274725274725,10.1807404294974,2.95773052677629,4.06421994823434,14.8753491002412,26.0786910605009,38.48536567,-98.08532491,103.647475692802,0,14.1479776418012,10.7433722892077,14.0295754224333,10.1772861946293,14.8737493626274,14.8632915507702,15.0487694088907,15.0358278090256,9.85624710635822,11.5804345695526,14.8681640702986,11.1935875931144,0.0375209070054294,1.0048844095553,0.0254840131770687,26.7819860913782,0.679195019816047
"17",21,0.774347826086957,2.36047185263689,0.564782608695652,10.0310888971298,3.76724821477872,4.06746542189688,15.2926540267227,25.3510093181868,37.62171898,-85.20171191,100.622744462122,0,14.4403564135781,10.8947002109275,14.4768166488449,9.99291683736255,11.2060333895858,10.842048453056,9.92009881834132,9.11110822411982,9.27818136176873,6.0591231955818,10.7268732100198,8.92903790648844,0.00837147439658882,0.891209951883582,0.14763525407816,106.457943925234,17.6355140186916
"18",22,1.44350758853288,5.8251091501239,0.75716694772344,10.0774408596596,4.13649885414365,4.2288135423699,15.3419782985466,25.4409965561454,31.0806972,-91.81925318,101.554814279936,0,14.5096097851839,11.5279815511242,14.5021662140977,10.0175302685768,13.9043278865745,13.9075253138188,14.1903212505324,13.9002379819678,12.6388343008513,13.7843552319566,12.4755423755123,8.69834740045819,0.884113278139625,0.238834857590564,0.00546616550268565,0.270140561731102,0.00618265287700204
"19",23,1.19886363636364,1.41517332067027,0.670454545454545,10.1666207520665,3.85720383466472,3.78059083916697,14.1000817967866,25.1038968603578,44.67621581,-69.49838161,103.360177516349,0,13.3791149973323,9.70509758756311,13.4928049253103,10.1009850368668,10.3380906623876,9.94352523956766,8.84779106484485,8.11402544235676,8.14387002772252,3.52636052461616,9.90198642640986,6.78784498230958,0.00163328049190565,0.959312100686939,0.0426094057741269,587.352941176471,26.0882352941176
"20",24,0.978702327885092,3.26991868790044,0.432392273402675,10.4672091856556,3.70118334627018,4.04945874007511,15.5878430393348,23.9481991089814,39.0026629,-76.68130445,109.562468136273,0,14.893049011694,9.72310411637243,14.6891588893843,10.4505679569613,11.5608581187255,11.5219743995888,10.7704199588677,10.5245871149929,9.14921702209683,6.4707995037826,11.533306356412,9.16555218918605,0.00640180756919601,1.01139640666343,0.0947586439267062,157.986068111455,14.8018575851393
"21",25,1.38536060279871,3.92834113754359,0.934337997847147,10.4604426611443,3.73281654411183,3.93816067866894,15.7095473948302,23.7291660858851,42.10673796,-71.45056086,109.420860667088,0,15.0199214663086,9.55704578487742,14.8488352450041,10.3422584793508,10.0619005642784,10.2120745856678,10.4966762667272,8.48279135951782,10.3205517964876,7.64539769942863,10.1476095102355,8.28928832300032,0.0767903048108704,0.937568857877341,0.146199045170768,12.2094691535151,1.9038737446198
"22",26,0.775739891621509,4.33562399310276,0.482701125468946,10.129586731676,3.43444692383725,3.87937607453035,16.1063630928813,25.7110759404007,44.04901725,-85.19808872,102.608527354546,0,15.2706619146737,10.9265677785918,15.3251460355084,10.0832224334333,13.2916723026181,13.2842270922959,12.649472383731,12.3766088858308,11.1416228795369,7.5999019592085,13.2868416860644,10.5066553194765,0.00339882623118142,1.00261801479969,0.062189334013779,294.989489489489,18.2972972972973
"23",27,0.6262388711574,4.27757681531738,0.167982529816899,10.3264323305249,3.26194220050166,3.81188305513904,15.4980388821559,26.0522675856254,45.54670036,-94.4318287,106.635204676911,0,14.8404088481429,11.0802792756002,14.6746271582279,10.3120810953188,13.1692774971882,13.1552641618128,12.6850329190167,12.5545448733911,10.0641337531463,9.98695515777739,13.1762775343293,8.81358720447004,0.0420746859058221,1.02123570803756,0.0130146848220714,24.2719746101835,0.309323398187756
"24",28,1.19129287598945,6.63847668554027,0.918205804749341,9.90941992118924,4.08248368161853,4.1850070228035,14.9090855138818,25.5234434395356,32.79092429,-89.64612789,98.1966031744621,0,13.9920210967835,10.5149907440556,14.0654105419459,9.91373486898768,14.3174839157831,14.3470719029706,14.3858893591669,14.3321095540968,11.3754318931561,14.0506546143153,13.1815337658652,9.96015139965367,0.743477118713295,0.311754850031177,0.0124389760852663,0.419320033104338,0.0167308122498698
"25",29,0.930046224961479,6.23792552197097,0.408628659476117,10.1144370577496,3.43543190721634,4.06994885336443,15.6109279953284,25.9053470957279,38.45001591,-92.480744,102.301836995179,0,14.8323981975102,10.7859319036265,14.8161744230548,10.0830135386946,13.9817755621545,14.0268519368246,13.992088149731,13.9592037948388,10.4250089399443,13.5420364066183,13.2857076661994,11.0691352425404,0.615810784775615,0.476568280319331,0.0519373707839337,0.77388751886341,0.0843398200680397
"26",30,0.941860465116279,7.86846878518088,0.699612403100775,10.132533649503,2.81962166543413,3.79659136745098,13.8206383881419,26.6554420564989,46.97106673,-109.7059727,102.66823815831,0,13.0871713382353,10.4604426611443,13.0942951237431,10.0662864428412,14.4589521304639,14.4427257135777,14.7327388501913,11.0489647047586,13.3241431108383,13.9505518101769,13.6522054371461,6.98378996525813,0.611296050126336,0.453608731946193,0.000576269140653999,0.742044271106358,0.00094270057942449
"27",31,0.51762240426748,7.63334244698626,0.164031244046485,10.1752307736864,2.59185444831748,3.96457861909514,14.4336782328493,26.0163545579202,41.32123795,-99.03604101,103.535321297775,0,13.7711782428048,10.7085561787056,13.5976952861232,10.1830114372864,15.9313530959374,15.9314720536438,15.9035449501316,15.815546105996,11.9489327104577,14.0399572598089,15.811874928055,10.4959300289744,0.150843139428941,0.887277826252537,0.00435887176471155,5.88212251224403,0.0288967186788428
"28",32,0.759036144578313,6.35336501418813,0.733433734939759,10.1397842210953,2.1847382098041,3.95865681133848,14.8303538438254,26.3741291347808,39.24605215,-117.5587944,102.815224050372,0,14.0225930176997,9.91595945403145,13.9834305752918,10.1783882906232,13.4412388377644,13.4443787583114,14.4645778386221,13.8675359830287,12.9234830782258,13.059542846343,12.5743272852551,8.12622252945853,0.680562299171103,0.418929985085941,0.00490178316494022,0.615564490710373,0.00720254879077256
"29",33,0.88,-0.355532739359956,0.8,10.3797527869509,3.8101706355729,3.84130593903818,14.0936860860751,23.8669919031651,43.47455644,-71.57668133,107.739267918215,0,13.4475464158608,8.50025047068593,13.3326324065824,10.3304205672595,7.87473912517181,8.29903718161307,7.15617663748062,5.92157841964382,6.15909538849193,5.07517381523383,7.63191651307125,7.73805229768932,0.0398009950248756,0.51318407960199,0.570646766169154,12.89375,14.3375
"30",34,1.05042864346949,3.91678365552963,0.43267776096823,10.4598122163733,3.73808606135953,4.0229650496578,15.9975752471259,23.6702666714941,40.2804298,-74.62094429,109.407671601793,0,15.252029530133,9.52068861492688,15.0894094382064,10.3784165323044,11.3893557185521,11.2994475505224,10.7807463534365,10.3844411536072,9.6260857894919,7.90248743716286,11.2034066979093,10.2434892675,0.0334748752739022,0.908426903697835,0.347858920237196,27.137573964497,10.3916420118343
"31",35,1.25,6.8916294539565,1.28982300884956,10.0377561733412,2.13008627710786,4.02530933555675,14.5505374135032,26.4732923800767,34.54561168,-105.8871404,100.756548995449,0,13.6770148635587,10.5484418904946,13.7177191023396,10.0334187221282,13.4303156148983,13.4511374879113,14.0865776122913,13.5989713995561,11.8699555646337,12.5767116367529,13.0352443582579,10.3173506320953,0.417101429245989,0.65975077451082,0.0435525573253176,1.58175141164939,0.104417185536979
"32",36,0.815886524822695,3.24633533776435,0.462695035460993,10.3510538366629,3.6772041874668,3.88877165206464,16.7895216760232,25.5276966337854,42.55441095,-75.47714089,107.144315529494,0,16.0237592568707,10.8503850810032,15.9102821171674,10.2558682895518,10.9988779899443,10.7935369732051,9.96646235169752,9.24375219035208,9.23863900383743,6.97447891102505,10.5802766664833,9.38697914563464,0.0219484652499743,0.807945796119495,0.244985114464634,36.8110383536015,11.1618334892423
"33",37,0.890342439399769,4.89731316876774,0.523662947287418,10.1037718097043,3.84245618252345,4.10598618455534,16.0929904357592,25.5590158564391,35.62288795,-79.50227002,102.086204782574,0,15.2667753781731,11.1107449566533,15.2915085021659,10.0835565742768,12.0698290066603,11.8256976319816,10.8846480006967,9.52701901728896,10.5098860690489,7.51806418123308,11.7901707632745,9.65007807402644,0.0134653783983441,0.965096802978328,0.11353778863525,71.6724606192287,8.43183052688756
"34",38,0.772913018096906,4.09669263666969,0.308231173380035,10.3351400903979,2.71194851914828,3.7877409422158,13.4583040441959,25.9089630671074,47.39323862,-100.2508894,106.815120688151,0,12.8453679982877,10.4731385333533,12.7045695823951,10.286229773537,12.2941155736213,12.2724594575254,11.9072082836758,11.5756814223471,8.805048590996,10.2438095123121,12.1784187777483,5.8111409929767,0.131512951040575,0.910245732894146,0.00156273394220692,6.92133912053508,0.0118827380105308
"35",39,0.678653846153846,2.95447789390209,0.351730769230769,10.1442745390229,3.61715843051982,3.98930016997179,16.2616958698904,25.3850431737458,40.31742129,-82.83129539,102.906305923069,0,15.480416667738,10.9677154143424,15.4503912405746,10.1177114416757,10.7486903626946,10.6400772909389,10.1330107108144,9.46582062669609,9.30571028636,6.54391184556479,10.441704582894,9.51340354646627,0.016636346227499,0.820064151666028,0.324109536576025,49.2935251798561,19.4820143884892
"36",40,0.878571428571429,5.32744452224556,0.502380952380952,10.0749166681637,3.24411072050982,4.14529015943273,15.154404039412,25.9031599629506,35.50185248,-97.25333439,101.503945870442,0,14.3430747076942,11.3911984118921,14.3329021783179,10.0630521222075,13.0810204138699,12.9636067732409,13.1656488949583,13.0823348180311,10.1712984953455,9.54752663933105,12.9692891180286,8.9550609506319,0.0328409149511723,1.00569851993193,0.0181597835922007,30.6233404710921,0.552962169878658
"37",41,0.855373947498762,7.5595510801307,0.317483902922239,10.1662748044549,3.689535608128,3.87196121152027,15.1763211999015,26.2392236404128,44.49389908,-121.4848871,103.353143399694,0,14.3683129012989,10.9281303210041,14.3358097652941,10.1041809750127,14.3039279828788,14.2564541293248,14.904271480882,13.6011124380172,13.3609795035598,13.2560740039655,13.9474524379827,11.3557569025796,0.367739627441733,0.734179528276453,0.0549848697667506,1.99646563353519,0.1495211983252
"38",42,0.822071484476911,2.29315072900708,0.434646490999217,10.2318556102593,3.77206326875507,3.9474495638277,16.3621029134788,25.4758382689323,40.82029613,-77.61765701,104.690869229195,0,15.5957500934902,11.3648082140173,15.5334018980688,10.1609938824778,10.5710604819766,10.0869334769918,9.15175741454389,NA,NA,7.09506437728713,9.37881652194808,9.45414892373398,0.0501935322761893,0.492570857784992,0.531110833645482,9.8134328358209,10.5812603648425
"39",44,1.33846153846154,-0.0183167317858978,1.31282051282051,10.2883757336555,3.71504058040125,3.96787765483239,13.8645787787105,21.7082461694189,41.62991248,-71.4697877,105.850675236871,0,13.1476431346647,7.64730883235624,13.0446569385283,10.1976485910856,8.28248300373056,8.02027047281924,7.69530313496357,5.24410908930206,7.47843438722045,5.09375020080676,7.84463264446468,6.25190388316589,0.0535831689677844,0.838921761998685,0.170611439842209,15.6564417177914,3.1840490797546
"40",45,1.05167958656331,3.82133542492966,0.752799310938846,10.0603203465629,3.77826750907987,4.16668984126078,15.3681078178317,25.078256940065,33.95498444,-80.98041638,101.210045475468,0,14.5124350953207,9.92676452944062,14.5841213627948,10.0190904356082,11.9781614972653,11.8050501543692,11.2545950535666,10.9529866299357,9.82840571856365,8.62640627638955,11.5954174783364,10.4470320288648,0.0416420886005062,0.810882047682693,0.257169950794089,19.4726555495786,6.17572171418325
"41",46,0.385429262394196,4.88489064876918,0.149637243047158,10.1375710438887,2.68135949409977,3.89608703085951,13.6332138008628,25.9751412800484,44.28529801,-99.25822904,102.77034666989,0,12.9630932823711,10.3468904999847,12.8165091876522,10.1606846439752,12.8444415187247,12.8208906494833,12.5838753188216,11.8744478802126,10.0410385273054,10.8546433717364,12.7156845330162,5.0998664278242,0.139981182272403,0.900138969999784,0.000443406224990807,6.43042840035539,0.00316761308765017
"42",47,0.897226753670473,3.26714013651571,0.843936922240348,10.0728927173969,3.84763006748955,4.09999530428041,15.6805581276288,25.3941488542998,35.88471808,-86.10862377,101.463167696187,0,14.8534906414539,10.351181664862,14.8574847679828,10.0243768698116,11.8943847246115,11.8977251737014,10.9531896698342,10.8209311114498,8.75889002097383,9.03824633533766,11.8927308262978,9.00932517273497,0.0572986143249939,0.995018103612555,0.0556652056733727,17.3654828364414,0.971493051431286
"43",48,0.567932489451477,7.82149724551169,0.350632911392405,10.140888975597,3.17596439711758,4.21573090986269,17.0758815459239,27.2404658023558,31.65818605,-98.65226965,102.837629215386,0,16.2777810146978,12.8896845091068,16.133460504711,10.135670128501,15.3171768280872,15.3178057008024,15.5732967488064,15.4338235699321,12.2361410266522,13.2373763577754,15.1968127288123,12.5427055835239,0.124876585795996,0.886040186670175,0.0623432347422199,7.09532680624091,0.499238783194044
"44",49,0.925476603119584,7.0691358457909,0.651646447140381,10.0524677455474,2.36561836201088,3.93137509717087,14.864682921414,26.0862232819749,39.63565035,-111.6003276,101.052107775272,0,14.0877992580525,10.2443430258671,13.8122823529128,10.1283496263443,13.9146832685829,13.9333878114042,14.6819595729812,13.3490307222989,12.4945581451479,13.2916419092263,13.4057873972034,8.67573421954479,0.526372626223662,0.590019073758384,0.00520750933689803,1.12091519270548,0.00989319937523745
"45",50,0.695278969957082,-0.11176990084301,0.434907010014306,10.2687554708929,3.7455321057454,3.82600667208003,13.3471232218128,23.8960173592464,44.16028666,-72.68528623,105.447338920992,0,12.6945299534342,9.05660627203414,12.6886592757239,10.1781983607067,8.1789193328484,7.7510451179718,6.81454289725996,5.60978149447593,6.15485809401642,5.17614973257383,7.45414107814668,6.53087762772588,0.0761617900172117,0.743115318416523,0.295180722891566,9.75706214689266,3.87570621468927
"46",51,1.05401459854015,3.10938903003976,0.586374695863747,10.3895183084839,3.69001306916248,4.05163411251002,15.9179196886511,25.3507648684176,37.56542632,-78.51268422,107.942090682321,0,15.1863912362651,10.612138919632,15.0388120537671,10.3196288006415,11.1367909777324,10.821776287073,10.1423075832353,8.51719480461494,9.86198275620977,5.08759633523238,10.6734568756974,9.03586793012563,0.00323353293413174,0.862155688622754,0.167644710578842,266.62962962963,51.8456790123457
"47",53,1.14552605703048,7.04631837259042,0.297443461160275,10.3043085601506,3.97004701448036,3.85116381383896,15.7465988322988,25.8714461250492,47.23708702,-120.7324056,106.178774902794,0,14.9799386766635,11.3824522484973,14.8853031878237,10.2788026836934,14.3062789740312,14.3000264973838,15.113663085187,13.8965986332045,13.1090175768609,12.0405433069416,14.1663251636156,12.4293481881332,0.104404428020641,0.874851314133581,0.154019153757972,8.37944645375216,1.47521668072854
"48",54,2.49074074074074,-3.41580353405152,2.26851851851852,10.017262566795,3.79843289127173,3.99476072234401,14.4336178707522,24.8546861334505,38.81190905,-80.61919624,100.345549332112,0,13.5309090689724,10.6067088186675,13.6908539533647,9.9755291054011,7.63240112660145,7.28138566357028,6.53087762772588,5.52146091786225,5.55295958492162,4.66343909411207,6.56807791141198,6.4393503711001,0.0729525120440468,0.490020646937371,0.430832759807295,6.71698113207547,5.90566037735849
"49",55,0.685851926977688,4.92915043591228,0.262423935091278,10.2033698980692,3.3603604090767,3.85869043484507,15.5605972697343,25.6669918017591,44.40708334,-89.77145833,104.108757276825,0,14.8610082455495,11.1337127280061,14.7834920052438,10.191219623738,12.9520992369297,13.0678712881126,12.8665623278452,12.6132779576047,11.1279190862291,8.99143781491923,13.1175538300514,8.23297179059344,0.016967874242581,1.05093741485967,0.00794748702698935,61.9368932038835,0.468384366442619
"50",56,1.41216216216216,7.37450932153557,1.5472972972973,10.2332588162751,2.39311155706734,3.80201410436927,13.2645779617666,26.2505457913279,43.08797026,-107.1421614,104.719586000872,0,12.5736697251944,10.5133074705063,12.488265932119,10.1953359338573,14.177170058335,14.1649582481079,14.5525444719309,11.9528815700193,12.9285859097626,13.8677927132677,13.0215746175493,6.45676965557216,0.742921022869891,0.318738701134611,0.000449134305964109,0.429034434781948,0.000604551886591001
